incentive,private,grade,table,table_size,table_incentive_pr,grape,grape2,cluster,strata,sex,race,lunch,dg,sw,sc,male,group,sex_mf,grade_mod,black,hispanic,free,public,above_grade_median,nosurvey,dbestfriend,dbestfriend_i,dpopular,dpopular_i,tpr_own,Switched,Stayed
1,0,4,45,8,1,1,1,42,4,2,3,2,0,0,0,0,8,0,4,0,1,1,1,0,0,1,1,0,0,0.625,Not Changed,Stayed Grape
0,0,7,99,8,0.375,0,0,119,10,2,3,2,0,0,0,0,5,0,7,0,1,1,1,1,0,1,1,0,0,0.375,Not Changed,Stayed Cookie
1,0,4,92,8,0.5,1,0,102,9,3,3,2,-1,0,1,1,6,1,4,0,1,1,1,0,0,1,1,1,0,0.5,Grape to Cookie,Changed
0,0,3,30,8,0,1,1,18,2,3,3,2,0,0,0,1,2,1,3,0,1,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Grape
1,0,4,98,8,0.5,1,1,105,9,2,3,2,0,0,0,0,6,0,4,0,1,1,1,0,0,1,1,1,1,0.5,Not Changed,Stayed Grape
1,0,7,99,8,0.375,1,0,119,10,2,3,4,-1,0,1,0,6,0,7,0,1,0,1,1,0,1,1,0,0,0.375,Grape to Cookie,Changed
0,0,3,183,8,0.375,0,1,193,17,3,3,2,1,1,0,1,5,1,3,0,1,1,1,0,0,1,0,1,1,0,Cookie to Grape,Changed
0,0,6,148,8,0,0,1,155,13,2,3,2,1,1,0,0,2,0,6,0,1,1,1,1,1,0,0,0,0,0,Cookie to Grape,Changed
1,0,3,170,8,0.375,0,1,175,15,2,2,2,1,1,0,0,6,0,3,1,0,1,1,0,0,1,1,1,1,0.375,Cookie to Grape,Changed
1,0,4,45,8,1,1,1,42,4,2,3,2,0,0,0,0,8,0,4,0,1,1,1,0,0,1,1,0,0,0.625,Not Changed,Stayed Grape
1,0,4,98,8,0.5,1,1,105,9,2,3,2,0,0,0,0,6,0,4,0,1,1,1,0,0,1,1,1,1,0.5,Not Changed,Stayed Grape
0,0,4,94,8,0.375,0,0,103,9,3,3,2,0,0,0,1,5,1,4,0,1,1,1,0,0,1,1,1,0,0.375,Not Changed,Stayed Cookie
0,0,3,170,8,0.375,1,0,175,15,2,2,2,-1,0,1,0,5,0,3,1,0,1,1,0,1,0,0,0,0,0.375,Grape to Cookie,Changed
0,0,6,148,8,0,0,0,155,13,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,1,0,0,0,0,Not Changed,Stayed Cookie
0,0,2,164,8,0.625,1,1,164,14,2,2,2,0,0,0,0,5,0,2,1,0,1,1,0,0,1,1,1,1,0.5,Not Changed,Stayed Grape
0,0,0,171,8,0.375,1,1,167,14,2,2,2,0,0,0,0,5,0,0,1,0,1,1,0,1,0,0,0,0,0.25,Not Changed,Stayed Grape
0,0,3,126,8,0,1,0,115,9,3,3,2,-1,0,1,1,2,1,3,0,1,1,1,0,0,1,0,1,0,0,Grape to Cookie,Changed
0,0,2,93,8,0.375,0,0,92,8,3,3,2,0,0,0,1,5,1,2,0,1,1,1,0,0,1,1,1,1,0,Not Changed,Stayed Cookie
0,0,3,30,8,0,1,0,18,2,2,3,2,-1,0,1,0,2,0,3,0,1,1,1,0,0,1,0,1,0,0,Grape to Cookie,Changed
1,0,4,92,8,0.5,1,1,102,9,3,3,2,0,0,0,1,6,1,4,0,1,1,1,0,0,0,0,1,1,0.5,Not Changed,Stayed Grape
1,0,3,170,8,0.375,0,1,175,15,2,2,2,1,1,0,0,6,0,3,1,0,1,1,0,0,1,1,1,1,0.375,Cookie to Grape,Changed
1,0,6,206,8,0.5,0,0,208,18,3,3,2,0,0,0,1,6,1,6,0,1,1,1,1,0,1,0,0,0,0.125,Not Changed,Stayed Cookie
0,0,0,213,8,0,0,1,212,19,2,2,2,1,1,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,Cookie to Grape,Changed
0,0,7,99,8,0.375,0,0,119,10,2,3,2,0,0,0,0,5,0,7,0,1,1,1,1,0,1,1,0,0,0.375,Not Changed,Stayed Cookie
1,0,1,45,8,1,1,1,42,4,3,3,2,0,0,0,1,8,1,1,0,1,1,1,0,0,0,0,0,0,0.25,Not Changed,Stayed Grape
1,0,4,94,8,0.375,1,1,103,9,3,3,2,0,0,0,1,6,1,4,0,1,1,1,0,0,1,1,1,0,0.375,Not Changed,Stayed Grape
1,0,5,179,8,1,1,1,180,15,3,2,2,0,0,0,1,8,1,5,1,0,1,1,1,0,1,1,0,0,0.875,Not Changed,Stayed Grape
0,0,3,126,8,0,0,0,115,9,2,3,2,0,0,0,0,2,0,3,0,1,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Cookie
1,0,2,164,8,0.625,1,1,164,14,2,2,2,0,0,0,0,6,0,2,1,0,1,1,0,0,1,1,1,1,0.5,Not Changed,Stayed Grape
0,0,0,169,8,0.375,0,1,166,14,3,2,2,1,1,0,1,5,1,0,1,0,1,1,0,1,0,0,0,0,0.25,Cookie to Grape,Changed
0,0,3,126,8,0,1,0,115,9,3,2,2,-1,0,1,1,2,1,3,1,0,1,1,0,0,1,0,1,0,0,Grape to Cookie,Changed
1,0,5,179,8,1,1,1,180,15,3,2,2,0,0,0,1,8,1,5,1,0,1,1,1,0,1,1,1,1,0.875,Not Changed,Stayed Grape
0,0,6,172,8,0.625,1,1,176,15,2,2,2,0,0,0,0,5,0,6,1,0,1,1,1,0,1,0,1,0,0.125,Not Changed,Stayed Grape
0,0,2,93,8,0.375,1,1,92,8,2,3,2,0,0,0,0,5,0,2,0,1,1,1,0,0,1,1,1,1,0.375,Not Changed,Stayed Grape
1,0,4,45,8,1,1,1,42,4,2,2,2,0,0,0,0,8,0,4,1,0,1,1,0,0,1,1,0,0,0.625,Not Changed,Stayed Grape
1,0,3,170,8,0.375,1,1,175,15,2,2,2,0,0,0,0,6,0,3,1,0,1,1,0,0,1,1,1,1,0.375,Not Changed,Stayed Grape
0,0,6,148,8,0,0,0,155,13,2,3,2,0,0,0,0,2,0,6,0,1,1,1,1,1,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,4,162,8,0,0,0,162,14,2,2,2,0,0,0,0,2,0,4,1,0,1,1,0,0,1,0,0,0,0,Not Changed,Stayed Cookie
0,0,6,206,8,0.5,0,0,208,18,3,3,2,0,0,0,1,5,1,6,0,1,1,1,1,0,1,0,1,1,0.125,Not Changed,Stayed Cookie
0,0,2,213,8,0,0,0,212,19,2,2,4,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,1,0,0,Not Changed,Stayed Cookie
1,0,4,158,8,1,0,0,146,12,3,3,2,0,0,0,1,8,1,4,0,1,1,1,0,0,0,0,1,1,0.875,Not Changed,Stayed Cookie
1,0,5,179,8,1,1,1,180,15,3,2,2,0,0,0,1,8,1,5,1,0,1,1,1,0,0,0,1,1,0.875,Not Changed,Stayed Grape
1,0,2,93,8,0.375,1,1,92,8,2,3,2,0,0,0,0,6,0,2,0,1,1,1,0,0,1,1,1,0,0.375,Not Changed,Stayed Grape
0,0,8,8,8,0,1,1,23,3,2,3,2,0,0,0,0,2,0,8,0,1,1,1,1,1,0,0,0,0,0,Not Changed,Stayed Grape
0,0,4,162,8,0,0,0,162,14,2,2,2,0,0,0,0,2,0,4,1,0,1,1,0,0,0,0,1,0,0,Not Changed,Stayed Cookie
1,0,4,158,8,1,0,0,146,12,3,4,2,0,0,0,1,8,1,4,0,0,1,1,0,0,1,1,1,1,0.875,Not Changed,Stayed Cookie
1,0,4,47,8,1,1,1,43,4,3,3,2,0,0,0,1,8,1,4,0,1,1,1,0,0,1,1,0,0,0.625,Not Changed,Stayed Grape
0,0,4,94,8,0.375,0,0,103,9,3,3,2,0,0,0,1,5,1,4,0,1,1,1,0,0,1,1,1,0,0.375,Not Changed,Stayed Cookie
0,0,2,93,8,0.375,0,1,92,8,3,3,2,1,1,0,1,5,1,2,0,1,1,1,0,1,0,0,0,0,0,Cookie to Grape,Changed
1,0,4,45,8,1,1,1,42,4,2,2,2,0,0,0,0,8,0,4,1,0,1,1,0,0,1,1,0,0,0.625,Not Changed,Stayed Grape
1,0,4,274,8,1,1,1,268,24,2,3,2,0,0,0,0,8,0,4,0,1,1,1,0,1,0,0,0,0,0.875,Not Changed,Stayed Grape
1,0,5,179,8,1,1,1,180,15,3,2,2,0,0,0,1,8,1,5,1,0,1,1,1,1,0,0,0,0,0.875,Not Changed,Stayed Grape
0,0,1,213,8,0,0,1,212,19,2,2,2,1,1,0,0,2,0,1,1,0,1,1,0,1,0,0,0,0,0,Cookie to Grape,Changed
1,0,2,164,8,0.625,1,1,164,14,2,2,2,0,0,0,0,6,0,2,1,0,1,1,0,1,0,0,0,0,0.5,Not Changed,Stayed Grape
1,0,4,158,8,1,0,0,146,12,3,2,2,0,0,0,1,8,1,4,1,0,1,1,0,1,0,0,0,0,0.875,Not Changed,Stayed Cookie
1,0,4,47,8,1,1,0,43,4,3,3,2,-1,0,1,1,8,1,4,0,1,1,1,0,0,1,1,0,0,0.625,Grape to Cookie,Changed
1,0,4,274,8,1,1,1,268,24,2,3,2,0,0,0,0,8,0,4,0,1,1,1,0,0,1,1,1,1,0.875,Not Changed,Stayed Grape
1,0,3,172,8,0.625,1,1,176,15,2,2,2,0,0,0,0,6,0,3,1,0,1,1,0,0,0,0,1,1,0.125,Not Changed,Stayed Grape
0,0,0,171,8,0.375,0,0,167,14,3,2,2,0,0,0,1,5,1,0,1,0,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,6,206,8,0.5,0,0,208,18,3,3,2,0,0,0,1,5,1,6,0,1,1,1,1,0,0,0,0,0,0.125,Not Changed,Stayed Cookie
0,0,6,172,8,0.625,1,1,176,15,2,2,2,0,0,0,0,5,0,6,1,0,1,1,1,0,1,0,1,1,0.125,Not Changed,Stayed Grape
0,0,6,206,8,0.5,0,0,208,18,3,3,2,0,0,0,1,5,1,6,0,1,1,1,1,0,1,1,0,0,0.125,Not Changed,Stayed Cookie
1,0,6,206,8,0.5,1,1,208,18,2,3,2,0,0,0,0,6,0,6,0,1,1,1,1,0,1,1,1,1,0.375,Not Changed,Stayed Grape
0,0,6,8,8,0,1,1,23,3,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,0,0,0,0,0,Not Changed,Stayed Grape
0,0,3,67,8,0,0,0,64,6,2,6,4,0,0,0,0,2,0,3,0,0,0,1,0,1,0,0,0,0,0,Not Changed,Stayed Cookie
1,0,1,45,8,1,1,1,42,4,3,3,2,0,0,0,1,8,1,1,0,1,1,1,0,0,0,0,0,0,0.25,Not Changed,Stayed Grape
1,0,5,179,8,1,1,1,180,15,3,2,2,0,0,0,1,8,1,5,1,0,1,1,1,0,1,1,1,1,0.875,Not Changed,Stayed Grape
0,0,3,126,8,0,1,1,115,9,3,2,2,0,0,0,1,2,1,3,1,0,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Grape
0,0,3,170,8,0.375,1,1,175,15,2,2,2,0,0,0,0,5,0,3,1,0,1,1,0,0,1,0,0,0,0.375,Not Changed,Stayed Grape
1,0,3,183,8,0.375,1,1,193,17,2,3,2,0,0,0,0,6,0,3,0,1,1,1,0,0,1,1,0,0,0.25,Not Changed,Stayed Grape
0,0,3,126,8,0,0,0,115,9,3,3,2,0,0,0,1,2,1,3,0,1,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Cookie
0,0,2,163,8,0.625,1,1,163,14,3,2,2,0,0,0,1,5,1,2,1,0,1,1,0,0,1,1,1,0,0.375,Not Changed,Stayed Grape
0,0,6,148,8,0,1,1,155,13,2,2,4,0,0,0,0,2,0,6,1,0,0,1,1,0,1,0,0,0,0,Not Changed,Stayed Grape
0,0,2,163,8,0.625,1,1,163,14,3,2,2,0,0,0,1,5,1,2,1,0,1,1,0,0,1,1,1,0,0.375,Not Changed,Stayed Grape
0,0,2,163,8,0.625,0,0,163,14,3,2,2,0,0,0,1,5,1,2,1,0,1,1,0,0,1,1,1,0,0.375,Not Changed,Stayed Cookie
0,0,4,94,8,0.375,0,0,103,9,3,3,2,0,0,0,1,5,1,4,0,1,1,1,0,0,1,1,1,0,0.375,Not Changed,Stayed Cookie
1,0,2,163,8,0.625,1,1,163,14,2,2,2,0,0,0,0,6,0,2,1,0,1,1,0,0,0,0,1,1,0.25,Not Changed,Stayed Grape
0,0,4,98,8,0.5,1,0,105,9,2,3,2,-1,0,1,0,5,0,4,0,1,1,1,0,0,1,1,1,1,0.5,Grape to Cookie,Changed
1,0,4,274,8,1,1,1,268,24,3,3,2,0,0,0,1,8,1,4,0,1,1,1,0,0,0,0,1,1,0.125,Not Changed,Stayed Grape
0,0,3,126,8,0,1,1,115,9,3,3,2,0,0,0,1,2,1,3,0,1,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Grape
0,0,3,183,8,0.375,1,1,193,17,3,3,2,0,0,0,1,5,1,3,0,1,1,1,0,0,0,0,1,0,0,Not Changed,Stayed Grape
1,0,0,169,8,0.375,1,0,166,14,3,3,2,-1,0,1,1,6,1,0,0,1,1,1,0,1,0,0,0,0,0.25,Grape to Cookie,Changed
0,0,3,170,8,0.375,0,0,175,15,2,2,2,0,0,0,0,5,0,3,1,0,1,1,0,0,1,1,1,1,0.375,Not Changed,Stayed Cookie
1,0,4,98,8,0.5,1,1,105,9,2,3,2,0,0,0,0,6,0,4,0,1,1,1,0,0,1,1,1,1,0.5,Not Changed,Stayed Grape
0,0,0,169,8,0.375,1,0,166,14,2,2,2,-1,0,1,0,5,0,0,1,0,1,1,0,1,0,0,0,0,0.125,Grape to Cookie,Changed
0,0,0,169,8,0.375,1,1,166,14,3,2,1,0,0,0,1,5,1,0,1,0,0,1,0,1,0,0,0,0,0.25,Not Changed,Stayed Grape
1,0,4,47,8,1,1,1,43,4,2,3,2,0,0,0,0,8,0,4,0,1,1,1,0,0,0,0,1,1,0.375,Not Changed,Stayed Grape
1,0,0,169,8,0.375,1,1,166,14,3,2,2,0,0,0,1,6,1,0,1,0,1,1,0,1,0,0,0,0,0.25,Not Changed,Stayed Grape
1,0,1,45,8,1,1,1,42,4,2,2,2,0,0,0,0,8,0,1,1,0,1,1,0,0,0,0,0,0,0.625,Not Changed,Stayed Grape
0,0,3,30,8,0,0,1,18,2,2,3,2,1,1,0,0,2,0,3,0,1,1,1,0,0,1,0,1,0,0,Cookie to Grape,Changed
1,0,4,92,8,0.5,1,1,102,9,3,3,2,0,0,0,1,6,1,4,0,1,1,1,0,0,1,1,1,1,0.5,Not Changed,Stayed Grape
1,0,4,274,8,1,1,1,268,24,2,3,2,0,0,0,0,8,0,4,0,1,1,1,0,0,1,1,1,1,0.875,Not Changed,Stayed Grape
0,0,0,171,8,0.375,1,1,167,14,3,2,2,0,0,0,1,5,1,0,1,0,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Grape
0,0,7,99,8,0.375,1,0,119,10,2,3,2,-1,0,1,0,5,0,7,0,1,1,1,1,1,0,0,0,0,0.375,Grape to Cookie,Changed
1,0,1,47,8,1,1,1,43,4,2,6,2,0,0,0,0,8,0,1,0,0,1,1,0,0,0,0,0,0,0.375,Not Changed,Stayed Grape
0,0,4,162,8,0,1,1,162,14,3,2,2,0,0,0,1,2,1,4,1,0,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Grape
0,0,3,183,8,0.375,1,1,193,17,2,3,2,0,0,0,0,5,0,3,0,1,1,1,0,0,1,1,1,1,0.25,Not Changed,Stayed Grape
1,0,4,274,8,1,1,1,268,24,2,2,2,0,0,0,0,8,0,4,1,0,1,1,0,0,1,1,0,0,0.875,Not Changed,Stayed Grape
0,0,3,117,8,0,1,1,111,9,2,3,2,0,0,0,0,2,0,3,0,1,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Grape
0,0,4,162,8,0,1,1,162,14,2,2,2,0,0,0,0,2,0,4,1,0,1,1,0,0,0,0,1,0,0,Not Changed,Stayed Grape
1,0,2,47,8,1,1,1,43,4,3,3,2,0,0,0,1,8,1,2,0,1,1,1,0,0,0,0,0,0,0.625,Not Changed,Stayed Grape
0,0,4,162,8,0,0,0,162,14,2,2,2,0,0,0,0,2,0,4,1,0,1,1,0,0,1,0,0,0,0,Not Changed,Stayed Cookie
1,0,5,179,8,1,1,1,180,15,3,2,2,0,0,0,1,8,1,5,1,0,1,1,1,0,1,1,1,1,0.875,Not Changed,Stayed Grape
0,0,2,164,8,0.625,1,1,164,14,2,2,2,0,0,0,0,5,0,2,1,0,1,1,0,0,1,1,0,0,0.5,Not Changed,Stayed Grape
0,0,6,172,8,0.625,1,1,176,15,2,2,2,0,0,0,0,5,0,6,1,0,1,1,1,0,1,0,1,1,0.125,Not Changed,Stayed Grape
0,0,3,67,8,0,0,0,64,6,2,3,2,0,0,0,0,2,0,3,0,1,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Cookie
1,0,6,172,8,0.625,1,1,176,15,3,2,2,0,0,0,1,6,1,6,1,0,1,1,1,0,0,0,1,1,0.375,Not Changed,Stayed Grape
1,0,0,171,8,0.375,1,1,167,14,2,2,2,0,0,0,0,6,0,0,1,0,1,1,0,1,0,0,0,0,0.25,Not Changed,Stayed Grape
0,0,6,8,8,0,1,1,23,3,3,3,4,0,0,0,1,2,1,6,0,1,0,1,1,0,1,0,1,0,0,Not Changed,Stayed Grape
0,0,3,213,8,0,0,0,212,19,2,2,1,0,0,0,0,2,0,3,1,0,0,1,0,1,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,4,162,8,0,0,0,162,14,2,2,2,0,0,0,0,2,0,4,1,0,1,1,0,0,1,0,0,0,0,Not Changed,Stayed Cookie
1,0,5,179,8,1,1,1,180,15,3,2,2,0,0,0,1,8,1,5,1,0,1,1,1,0,1,1,0,0,0.875,Not Changed,Stayed Grape
0,0,4,98,8,0.5,1,1,105,9,2,2,2,0,0,0,0,5,0,4,1,0,1,1,0,1,0,0,0,0,0.5,Not Changed,Stayed Grape
0,0,4,162,8,0,0,1,162,14,3,2,2,1,1,0,1,2,1,4,1,0,1,1,0,0,1,0,1,0,0,Cookie to Grape,Changed
0,0,6,8,8,0,1,1,23,3,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,0,0,1,0,0,Not Changed,Stayed Grape
0,0,3,170,8,0.375,0,1,175,15,2,2,2,1,1,0,0,5,0,3,1,0,1,1,0,0,1,1,1,0,0.375,Cookie to Grape,Changed
0,0,7,99,8,0.375,0,0,119,10,2,2,2,0,0,0,0,5,0,7,1,0,1,1,1,0,1,0,1,0,0.375,Not Changed,Stayed Cookie
1,0,4,94,8,0.375,1,1,103,9,3,3,2,0,0,0,1,6,1,4,0,1,1,1,0,0,1,1,0,0,0.375,Not Changed,Stayed Grape
1,0,4,274,8,1,1,1,268,24,2,3,2,0,0,0,0,8,0,4,0,1,1,1,0,0,1,1,1,1,0.875,Not Changed,Stayed Grape
0,0,3,117,8,0,1,1,111,9,3,3,2,0,0,0,1,2,1,3,0,1,1,1,0,0,0,0,1,0,0,Not Changed,Stayed Grape
0,0,0,171,8,0.375,1,1,167,14,3,2,2,0,0,0,1,5,1,0,1,0,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Grape
1,0,4,158,8,1,0,0,146,12,3,3,2,0,0,0,1,8,1,4,0,1,1,1,0,0,1,1,1,1,0.875,Not Changed,Stayed Cookie
1,0,4,92,8,0.5,1,1,102,9,3,2,2,0,0,0,1,6,1,4,1,0,1,1,0,0,1,1,0,0,0.5,Not Changed,Stayed Grape
0,0,3,67,8,0,0,0,64,6,2,3,2,0,0,0,0,2,0,3,0,1,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,6,148,8,0,1,1,155,13,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,1,0,0,0,0,Not Changed,Stayed Grape
0,0,4,92,8,0.5,1,1,102,9,3,3,2,0,0,0,1,5,1,4,0,1,1,1,0,0,0,0,0,0,0.5,Not Changed,Stayed Grape
0,0,6,148,8,0,0,0,155,13,2,3,2,0,0,0,0,2,0,6,0,1,1,1,1,1,0,0,0,0,0,Not Changed,Stayed Cookie
1,0,7,99,8,0.375,0,0,119,10,2,3,2,0,0,0,0,6,0,7,0,1,1,1,1,0,1,1,0,0,0.375,Not Changed,Stayed Cookie
0,0,4,92,8,0.5,1,1,102,9,3,3,2,0,0,0,1,5,1,4,0,1,1,1,0,0,1,1,1,1,0.5,Not Changed,Stayed Grape
1,0,4,274,8,1,1,1,268,24,2,2,2,0,0,0,0,8,0,4,1,0,1,1,0,0,1,1,1,1,0.875,Not Changed,Stayed Grape
0,0,7,99,8,0.375,0,0,119,10,2,3,2,0,0,0,0,5,0,7,0,1,1,1,1,0,1,1,0,0,0.375,Not Changed,Stayed Cookie
0,0,3,117,8,0,1,1,111,9,2,2,2,0,0,0,0,2,0,3,1,0,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Grape
1,0,2,164,8,0.625,1,1,164,14,2,2,2,0,0,0,0,6,0,2,1,0,1,1,0,0,1,1,1,1,0.5,Not Changed,Stayed Grape
0,0,4,94,8,0.375,1,1,103,9,3,3,4,0,0,0,1,5,1,4,0,1,0,1,0,0,1,1,1,0,0.375,Not Changed,Stayed Grape
1,0,0,169,8,0.375,1,0,166,14,2,2,2,-1,0,1,0,6,0,0,1,0,1,1,0,1,0,0,0,0,0.125,Grape to Cookie,Changed
0,0,3,30,8,0,1,0,18,2,2,3,2,-1,0,1,0,2,0,3,0,1,1,1,0,0,0,0,1,0,0,Grape to Cookie,Changed
0,0,3,170,8,0.375,0,1,175,15,2,2,2,1,1,0,0,5,0,3,1,0,1,1,0,1,0,0,0,0,0.375,Cookie to Grape,Changed
0,0,3,67,8,0,0,0,64,6,2,3,2,0,0,0,0,2,0,3,0,1,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,0,213,8,0,0,0,212,19,3,3,2,0,0,0,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,3,126,8,0,1,1,115,9,3,2,2,0,0,0,1,2,1,3,1,0,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Grape
1,0,2,164,8,0.625,1,1,164,14,2,2,2,0,0,0,0,6,0,2,1,0,1,1,0,1,0,0,0,0,0.5,Not Changed,Stayed Grape
0,0,3,117,8,0,1,1,111,9,2,3,2,0,0,0,0,2,0,3,0,1,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Grape
0,0,4,94,8,0.375,0,0,103,9,3,3,2,0,0,0,1,5,1,4,0,1,1,1,0,0,1,1,1,0,0.375,Not Changed,Stayed Cookie
1,0,2,47,8,1,1,1,43,4,2,3,2,0,0,0,0,8,0,2,0,1,1,1,0,0,0,0,0,0,0.375,Not Changed,Stayed Grape
1,0,4,158,8,1,0,0,146,12,3,2,2,0,0,0,1,8,1,4,1,0,1,1,0,0,1,1,1,1,0.875,Not Changed,Stayed Cookie
0,0,3,213,8,0,0,0,212,19,2,2,2,0,0,0,0,2,0,3,1,0,1,1,0,0,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,8,8,8,0,1,1,23,3,3,3,2,0,0,0,1,2,1,8,0,1,1,1,1,1,0,0,0,0,0,Not Changed,Stayed Grape
0,0,3,117,8,0,1,1,111,9,2,3,2,0,0,0,0,2,0,3,0,1,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Grape
0,0,3,117,8,0,1,1,111,9,3,3,2,0,0,0,1,2,1,3,0,1,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Grape
1,0,6,172,8,0.625,1,1,176,15,3,2,2,0,0,0,1,6,1,6,1,0,1,1,1,1,0,0,0,0,0.375,Not Changed,Stayed Grape
0,0,3,117,8,0,0,0,111,9,2,2,2,0,0,0,0,2,0,3,1,0,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Cookie
0,0,2,213,8,0,0,0,212,19,3,2,2,0,0,0,1,2,1,2,1,0,1,1,0,0,0,0,0,0,0,Not Changed,Stayed Cookie
1,0,2,93,8,0.375,1,1,92,8,2,2,2,0,0,0,0,6,0,2,1,0,1,1,0,0,1,1,0,0,0.375,Not Changed,Stayed Grape
1,0,2,163,8,0.625,1,1,163,14,3,2,2,0,0,0,1,6,1,2,1,0,1,1,0,0,1,1,1,1,0.375,Not Changed,Stayed Grape
0,0,3,183,8,0.375,0,0,193,17,2,3,2,0,0,0,0,5,0,3,0,1,1,1,0,0,0,0,0,0,0.25,Not Changed,Stayed Cookie
0,0,2,93,8,0.375,0,0,92,8,3,3,2,0,0,0,1,5,1,2,0,1,1,1,0,0,1,0,1,1,0,Not Changed,Stayed Cookie
1,0,4,98,8,0.5,1,1,105,9,2,2,2,0,0,0,0,6,0,4,1,0,1,1,0,0,0,0,0,0,0.5,Not Changed,Stayed Grape
0,0,0,169,8,0.375,1,0,166,14,3,2,2,-1,0,1,1,5,1,0,1,0,1,1,0,1,0,0,0,0,0.25,Grape to Cookie,Changed
0,0,4,98,8,0.5,1,1,105,9,2,3,3,0,0,0,0,5,0,4,0,1,0,1,0,0,1,1,1,1,0.5,Not Changed,Stayed Grape
0,0,0,171,8,0.375,1,1,167,14,2,3,2,0,0,0,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0.25,Not Changed,Stayed Grape
1,0,2,163,8,0.625,1,1,163,14,2,3,2,0,0,0,0,6,0,2,0,1,1,1,0,0,0,0,1,0,0.25,Not Changed,Stayed Grape
1,0,6,206,8,0.5,0,0,208,18,2,3,2,0,0,0,0,6,0,6,0,1,1,1,1,0,1,0,1,0,0.375,Not Changed,Stayed Cookie
0,0,6,148,8,0,1,1,155,13,3,2,2,0,0,0,1,2,1,6,1,0,1,1,1,0,0,0,0,0,0,Not Changed,Stayed Grape
0,0,6,206,8,0.5,0,0,208,18,2,3,2,0,0,0,0,5,0,6,0,1,1,1,1,0,1,1,0,0,0.375,Not Changed,Stayed Cookie
1,0,2,163,8,0.625,1,1,163,14,3,2,2,0,0,0,1,6,1,2,1,0,1,1,0,0,1,1,1,1,0.375,Not Changed,Stayed Grape
0,0,3,30,8,0,0,0,18,2,3,3,2,0,0,0,1,2,1,3,0,1,1,1,0,0,1,0,0,0,0,Not Changed,Stayed Cookie
1,0,2,93,8,0.375,0,0,92,8,2,3,2,0,0,0,0,6,0,2,0,1,1,1,0,0,1,1,1,0,0.375,Not Changed,Stayed Cookie
0,0,6,8,8,0,0,0,23,3,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,0,0,1,0,0,Not Changed,Stayed Cookie
0,0,3,30,8,0,1,0,18,2,3,3,2,-1,0,1,1,2,1,3,0,1,1,1,0,0,1,0,1,0,0,Grape to Cookie,Changed
0,0,3,67,8,0,0,1,64,6,2,3,2,1,1,0,0,2,0,3,0,1,1,1,0,1,0,0,0,0,0,Cookie to Grape,Changed
1,0,2,47,8,1,1,0,43,4,3,2,2,-1,0,1,1,8,1,2,1,0,1,1,0,0,1,1,1,1,0.625,Grape to Cookie,Changed
1,0,3,183,8,0.375,1,1,193,17,2,2,2,0,0,0,0,6,0,3,1,0,1,1,0,0,0,0,1,1,0.25,Not Changed,Stayed Grape
0,0,3,30,8,0,1,1,18,2,2,3,2,0,0,0,0,2,0,3,0,1,1,1,0,0,1,0,0,0,0,Not Changed,Stayed Grape
1,0,4,158,8,1,0,0,146,12,3,2,2,0,0,0,1,8,1,4,1,0,1,1,0,0,1,1,0,0,0.875,Not Changed,Stayed Cookie
0,0,3,117,8,0,1,1,111,9,2,3,2,0,0,0,0,2,0,3,0,1,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Grape
1,0,3,172,8,0.625,1,1,176,15,3,2,2,0,0,0,1,6,1,3,1,0,1,1,0,0,0,0,1,1,0.375,Not Changed,Stayed Grape
